D_loss,G_loss
0.773,2.258
0.744,2.238
0.7265,2.442
0.7863,2.198
0.7264,2.244
0.7091,2.325
0.6055,2.119
0.6657,2.147
0.6567,2.575
0.6118,2.287
0.6856,2.448
0.5708,2.163
0.5743,2.187
0.7146,2.263
0.6652,2.139
0.5527,2.163
0.6779,2.37
0.6151,2.352
0.639,2.442
0.7173,2.398
0.581,2.294
0.6916,2.282
0.7405,2.039
0.787,2.315
0.7037,1.888
0.6804,2.046
0.8166,2.315
0.7831,2.001
0.6948,1.995
0.7685,2.107
0.6405,2.124
0.7254,2.458
0.6964,2.241
0.7634,2.43
0.9164,2.332
0.9308,2.274
0.7933,2.133
0.7451,1.861
0.9063,1.803
0.857,1.886
0.7125,1.688
0.8622,1.849
0.7713,1.94
0.8023,1.826
0.901,1.886
0.8936,2.126
0.9317,2.207
0.8503,2.04
0.897,2.117
0.7865,2.072
0.8866,1.985
0.6898,2.089
0.9964,1.904
0.7902,1.819
0.8817,1.821
0.9756,1.746
0.7637,1.888
0.776,1.996
0.7026,1.926
0.7168,2.012
0.8408,2.053
0.8154,2.015
0.8523,2.11
0.699,2.182
0.7353,2.189
0.7715,2.011
0.7673,2.264
0.8146,1.895
0.7932,1.847
0.7169,2.006
0.6059,2.13
0.7016,2.18
0.7102,2.119
0.6982,2.075
0.7515,2.168
0.7207,2.291
0.7276,1.988
0.6048,2.093
0.7505,2.111
0.5978,2.116
0.5759,2.183
0.6768,2.172
0.8223,2.149
0.6477,2.096
0.6633,2.082
0.6885,2.06
0.7739,2.222
0.6838,2.338
0.6425,2.266
0.6036,2.192
0.7636,2.318
0.6209,2.243
0.7224,2.31
0.6099,2.153
0.6685,2.34
0.6227,2.18
0.7055,2.326
0.5455,2.424
0.6241,2.132
0.6019,2.278
0.6125,2.275
0.4942,2.439
0.5841,2.504
0.5803,2.407
0.5067,2.385
0.6606,2.564
0.6464,2.33
0.5464,2.354
0.7288,2.254
0.5982,2.212
0.6314,2.413
0.6822,2.344
0.5852,2.269
0.5727,2.293
0.6731,2.267
0.6748,2.364
0.6513,2.286
0.5639,2.482
0.63,2.559
0.5958,2.227
0.7751,2.223
0.7106,2.549
0.7443,2.184
0.8191,2.324
0.6908,2.302
0.6341,2.536
0.6562,2.399
0.6767,2.513
0.734,2.299
0.7419,2.126
0.6707,2.068
0.738,1.992
0.7687,1.996
0.6411,1.798
0.9649,1.646
0.7028,1.834
0.7234,2.143
0.7162,1.848
0.7343,2.114
0.7096,2.237
0.6853,2.333
0.7701,2.031
0.9767,1.89
0.8794,1.844
0.8154,1.86
0.8185,1.942
0.8699,2.2
0.8418,2.223
0.7231,2.085
0.851,2.182
0.7663,2.119
0.8306,1.908
0.9035,1.943
0.8166,1.888
0.7585,1.819
0.7002,2.009
0.6693,1.97
0.6098,2.08
0.9169,2.185
0.7219,1.869
0.8833,2.02
0.7203,2.15
0.7929,2.222
0.9007,1.928
0.8297,2.034
0.9008,1.948
0.727,2.002
0.7886,2.026
0.7355,2.146
0.6517,1.903
0.7922,2.253
0.8692,2.041
0.8121,2.109
0.8646,2.334
0.7359,2.079
0.6716,2.079
0.7811,1.815
0.798,2.08
0.7156,1.999
0.6151,1.978
0.7114,2.358
0.6109,2.306
0.6274,2.433
0.864,2.527
0.6743,2.55
0.64,2.407
0.7528,2.226
0.7277,2.187
0.6968,2.021
0.6552,1.959
0.738,2.014
0.8244,2.137
0.7323,2.488
0.7314,2.197
0.6536,2.165
0.7334,2.444
0.633,2.502
0.6484,2.355
0.7056,2.226
0.8681,2.326
0.7566,2.203
0.7491,2.219
0.6978,2.095
0.7482,1.931
0.7595,2.051
0.71,2.005
0.7311,2.31
0.7323,2.075
0.8526,2.022
0.7916,2.253
0.7495,2.211
0.8033,2.074
0.9109,2.289
0.7521,2.254
0.7032,2.296
0.7394,2.067
0.8054,2.143
0.7822,1.799
0.6665,2.005
0.9097,2.006
0.8344,1.914
0.6723,1.882
0.9597,1.909
0.8531,1.92
0.8299,1.929
0.6585,2.059
0.7124,1.947
0.694,2.172
0.9291,2.269
0.7856,2.005
0.7939,2.155
0.7412,2.031
0.7995,1.968
0.701,2.152
0.857,2.061
0.6956,2.063
0.7386,2.23
0.6688,2.082
0.8445,2.249
0.6403,2.484
0.6969,2.295
0.7059,2.181
0.6431,2.333
0.6758,2.364
0.7256,2.262
0.7491,2.309
0.66,2.268
0.6739,1.998
0.6809,2.079
0.7005,2.141
0.6204,2.387
0.6259,2.42
0.7723,2.406
0.6962,2.696
0.8271,2.67
0.7104,2.531
0.9104,2.345
0.9117,2.17
0.668,1.953
0.7534,1.879
0.8021,1.947
0.7147,1.696
0.7374,1.773
0.8862,1.81
0.7732,1.983
0.7404,2.024
0.8218,2.166
0.6451,2.313
0.8338,2.357
0.7957,2.424
0.8638,2.103
0.7794,2.068
0.6802,1.817
0.7835,2.043
0.8691,1.925
0.8015,1.844
0.8831,2.084
0.828,2.068
0.7876,2.038
0.7438,2.221
0.8703,2.504
0.7481,2.212
0.6865,2.335
0.8329,2.073
0.7374,2.208
0.6857,2.11
0.734,2.179
0.6699,2.26
0.8056,1.982
0.7242,1.957
0.7356,2.276
0.7495,2.005
0.7754,2.015
0.6562,2.103
0.6803,1.783
0.7321,2.23
0.8401,2.079
0.752,2.067
0.7816,2.137
0.622,2.024
0.7013,2.203
0.7689,2.208
0.8109,1.914
0.5905,2.164
0.7116,2.018
0.7378,2.276
0.7112,1.928
0.8106,2.119
0.7812,2.167
0.9759,2.081
0.6876,1.886
0.8278,1.887
0.7971,1.844
0.7673,1.741
0.7585,1.907
0.7912,1.929
0.7897,2.003
0.8281,2.215
0.7022,2.333
0.7536,2.431
0.6954,2.407
0.8939,2.156
0.8342,2.204
0.849,2.205
0.6956,1.93
0.8892,1.98
0.7311,2.127
1.023,1.812
0.7308,1.924
0.9007,1.997
0.7535,2.084
0.8995,1.89
0.6633,2.135
0.7786,2.387
0.6268,2.274
0.7234,2.493
0.7485,2.178
0.8037,2.085
0.6825,1.985
0.8094,1.953
0.7898,1.89
0.6427,2.359
0.7071,2.199
0.6601,2.224
0.6336,2.702
0.6461,2.41
0.8055,2.563
0.593,2.484
0.8108,2.175
0.7044,2.518
0.7276,2.237
0.6417,2.036
0.6961,2.28
0.7106,1.989
0.5413,2.471
0.6824,2.214
0.6248,2.259
0.6728,2.331
0.7932,2.323
0.7177,2.219
0.7626,2.377
0.9021,2.594
0.8404,2.248
0.7033,2.283
0.7374,2.24
0.7359,2.268
0.782,2.184
0.5955,2.327
0.6874,2.588
0.7319,2.32
0.7491,2.208
0.7479,2.325
0.5208,2.382
0.6202,2.424
0.7006,2.111
0.6044,2.479
0.7232,2.409
0.6154,2.122
0.6947,2.144
0.6525,2.263
0.7171,2.465
0.6487,2.4
0.7104,2.425
0.7205,2.494
0.7396,2.53
0.7242,2.489
0.6437,2.315
0.8196,2.189
0.6992,2.116
0.6998,1.936
0.6403,2.266
0.7713,2.044
0.7341,2.369
0.6569,2.54
0.6805,2.479
0.8677,2.278
0.7274,2.075
0.8253,2.133
0.8508,1.897
0.6947,1.903
0.7247,1.837
0.7718,2.001
0.7779,2.121
0.7795,2.345
0.7488,2.311
0.7869,2.183
0.7633,2.152
0.6745,2.211
0.6543,2.067
0.7591,1.92
0.8371,2.197
0.8621,2.024
0.6341,2.017
0.8011,2.094
0.7879,1.964
0.7144,2.033
0.7294,2.069
0.7363,2.034
0.7194,2.349
0.9013,2.083
0.7801,2.144
0.8486,1.963
0.8994,1.99
1.021,1.896
0.7589,1.777
0.7306,1.874
0.7281,1.964
0.9123,2.098
0.6669,2.278
0.7457,2.097
0.7439,2.317
0.7936,2.228
0.7054,2.098
0.7694,2.086
0.7987,2.053
0.8149,2.124
0.9068,2.058
0.7426,2.06
0.7473,2.091
0.8409,2.107
0.7491,2.105
0.833,2.398
0.7929,2.153
0.6885,2.295
0.8115,2.187
0.7797,2.074
0.7303,1.903
0.7356,1.987
0.7011,2.139
0.9097,2.061
0.7586,2.218
0.6737,2.301
0.7136,2.203
0.5708,2.315
0.6437,2.058
0.7911,2.244
0.6634,2.046
0.798,2.134
0.7641,1.89
0.6556,1.844
0.6965,2.391
0.7499,2.324
0.6126,2.223
0.6399,2.395
0.7353,2.248
0.7032,2.446
0.7391,2.344
0.7947,2.193
0.683,2.199
0.7206,2.16
0.7848,2.048
0.7232,2.305
0.7243,2.055
0.7135,2.275
0.7611,2.379
0.816,2.214
0.713,2.301
0.6915,2.328
0.7563,2.017
0.6569,1.888
0.7735,2.402
0.7236,2.245
0.7151,2.098
0.5749,2.225
0.6495,2.135
0.7699,2.15
0.7566,2.184
0.6824,2.241
0.7187,2.118
0.7959,2.208
0.6158,1.915
0.7798,2.165
0.8103,2.015
0.8079,2.098
0.918,2.272
0.7814,2.192
0.7671,2.298
0.9035,2.126
0.7789,2.057
0.7535,2.107
0.7867,2.039
0.7904,2.028
0.792,1.889
0.7951,2.005
0.8669,1.936
0.6293,2.227
0.8582,2.177
0.6788,2.118
0.7234,2.138
0.7346,2.079
0.9211,2.148
0.7967,1.887
0.6944,2.1
0.7953,1.925
0.6911,1.927
0.8345,2.106
0.7863,2.047
0.801,1.923
0.8509,1.939
0.8506,2.066
0.7023,2.174
0.7244,2.077
0.6443,2.025
0.7072,2.181
0.7492,2.017
0.8145,2.079
0.7331,1.929
0.9118,1.71
0.9192,1.921
0.9343,1.824
0.7993,1.664
0.9408,1.95
0.8417,1.826
0.7733,1.909
0.8831,2.03
0.8909,1.781
0.713,1.858
0.8834,2.087
0.897,1.925
0.8685,2.011
0.8882,1.734
0.825,1.917
0.7892,1.768
0.9143,1.844
0.8223,1.625
0.706,1.892
0.8608,1.732
0.9007,1.891
0.6604,2.126
0.8884,2.348
0.8248,2.268
0.9132,2.311
0.6603,2.207
0.7615,2.114
0.7761,2.387
0.6451,2.227
0.6673,2.331
0.6364,2.23
0.592,2.306
0.565,2.361
0.6242,2.218
0.6969,2.236
0.6716,2.371
0.5743,2.367
0.6952,2.141
0.6336,2.478
0.6166,2.297
0.5965,2.513
0.6864,2.595
0.6222,2.486
0.6291,2.656
0.6035,2.55
0.5802,2.427
0.6764,2.454
0.6877,2.198
0.6478,2.162
0.6907,2.003
0.7727,2.104
0.6803,2.002
0.6667,2.167
0.7866,1.835
0.7547,2.17
0.6858,2.146
0.7637,2.181
0.8682,2.32
0.7969,2.34
0.7326,2.045
0.7437,2.135
0.8604,2.234
0.7294,2.166
0.9596,1.949
0.6656,2.148
0.7689,2.051
0.8545,1.901
0.7907,1.742
0.8092,1.842
0.9016,2.264
0.7876,2.185
0.7262,2.141
0.7926,2.289
0.8308,2.39
0.7435,2.134
0.694,2.284
0.8102,2.2
0.7138,2.12
0.7583,2.036
0.8419,1.997
0.6573,2.145
0.6555,1.798
0.7232,2.134
0.7573,2
0.8239,2.155
0.7499,2.218
0.6789,1.88
0.7444,2.49
0.6098,2.329
0.6346,2.115
0.6719,2.046
0.6987,2.146
0.703,2.034
0.8611,1.937
0.7946,1.919
0.6713,2.112
0.6849,1.896
0.6708,2.014
0.7496,2.143
0.6236,1.869
0.7521,2.251
0.8017,2.186
0.7927,2.095
0.5679,1.758
0.6774,2.233
0.6895,2.104
0.7684,2.282
0.781,2.074
0.8132,1.986
0.7463,2.138
0.7234,2.037
0.7679,1.944
0.7985,1.776
0.6279,1.94
0.606,2.071
0.6927,2.066
0.6184,2.155
0.7378,2.2
0.7349,1.983
0.6519,2.106
0.826,2.028
0.7277,2.252
0.7177,2.185
0.7883,2.208
0.8234,2.203
0.6674,2.308
0.7116,1.861
0.757,2.146
0.6777,1.971
0.7719,2.014
0.8473,1.975
0.8775,2.104
0.7638,2.073
0.7624,1.94
0.7848,1.973
0.8673,1.954
0.8219,2.002
0.9369,2.205
0.8513,2.011
0.8429,1.986
0.8143,2.196
0.7749,2.161
0.7961,2.197
0.9184,2.166
0.7629,2.211
0.8402,2.199
0.9384,2.039
0.8695,2.074
0.9472,1.966
0.7661,1.952
0.8898,1.894
0.6745,1.848
0.7621,1.943
0.7775,1.849
0.6714,2.311
0.7123,2.101
0.8721,2.204
0.7248,2.098
0.6088,2.515
0.6739,2.325
0.7693,2.078
0.6913,1.956
0.6733,1.974
0.7698,2.198
0.7201,2.05
0.7068,2.06
0.653,2.171
0.6986,2.188
0.7368,2.233
0.6839,1.952
0.7464,2.011
0.7537,1.986
0.8064,2.151
0.7872,1.997
0.7186,1.936
0.7584,2.063
0.7988,2.019
0.7513,2.143
0.7597,1.973
0.7516,2.169
0.6013,1.944
0.9341,1.859
0.8629,1.964
0.8562,1.929
0.8074,2.324
0.7642,1.919
0.9318,1.912
0.7428,1.894
0.7492,2.06
0.8055,1.885
0.8484,2.19
0.7738,1.985
0.7464,2.13
0.9209,2.086
0.7216,2.091
0.6287,1.961
0.711,1.995
0.6668,1.986
0.903,2.145
0.6889,2.115
0.8143,2.164
0.6202,1.822
0.6537,2.074
0.759,2.168
0.7653,2.407
0.8193,2.105
0.6533,2.316
0.7222,2.253
0.7525,2.216
0.6709,2.195
0.7727,1.943
0.7061,2.075
0.7506,1.988
0.7535,2.069
0.7835,2.014
0.7423,2.022
0.7607,1.927
0.5801,2.018
0.7604,2.09
0.7135,2.169
0.7376,2.232
0.6366,2.257
0.6685,2.41
0.7206,2.113
0.7846,2.237
0.7059,1.963
0.6348,2.154
0.7273,2.089
0.5827,1.813
0.7525,1.955
0.7654,1.964
0.7098,1.969
0.76,2.253
0.7251,2.154
0.8316,2.415
0.5386,2.214
0.7727,2.272
0.6462,2.589
0.7442,2.062
0.715,1.889
0.5665,1.799
0.7378,1.863
0.6765,1.923
0.7923,1.936
0.763,1.894
0.6915,1.902
0.7955,2.011
1.031,1.924
0.7593,2.025
0.7661,2.017
0.7655,1.921
0.8953,2.062
0.8184,2.008
0.7029,2.047
0.9372,2.006
0.8343,2.215
0.9535,2.11
0.7393,2.171
0.8709,2.043
0.8501,1.729
0.7824,1.693
0.9591,1.852
0.8375,1.785
0.6903,1.885
0.7148,1.716
0.7846,1.942
0.8019,2.131
0.702,2.113
0.8504,2.109
0.842,2.106
0.7761,2.139
0.9066,1.892
0.766,1.849
0.7666,2.16
0.7744,1.956
0.7716,1.706
0.8675,1.87
0.7366,1.689
0.8781,1.805
0.732,1.874
0.8646,2.084
0.7819,2.081
0.6797,1.974
0.7897,2.312
0.774,1.926
0.6851,2.117
0.7501,2.139
0.8236,1.997
0.7063,2.016
0.7468,2.075
0.8202,1.967
0.8438,1.96
0.6702,2.188
0.819,2.013
0.8654,1.965
0.6946,1.943
0.8062,1.902
0.6753,1.97
0.6152,2.22
0.6413,2.23
0.6878,2.313
0.6764,2.341
0.7405,2.33
0.6462,2.549
0.6881,2.208
0.6836,2.205
0.6159,2.088
0.6953,2.076
0.6666,2.183
0.6767,2.032
0.5616,2.181
0.603,2.291
0.6069,2.421
0.6857,2.178
0.6247,2.402
0.6555,2.459
0.484,2.645
0.734,2.373
0.7389,2.135
0.6517,2.46
0.5779,2.379
0.7465,2.369
0.6629,2.285
0.6875,2.364
0.63,2.231
0.5906,2.15
0.7304,2.433
0.5979,2.416
0.5691,2.321
0.6193,2.288
0.6782,2.41
0.8953,2.35
0.6382,2.321
0.7706,2.314
0.7515,2.086
0.7967,1.82
0.9284,1.789
0.7473,1.712
0.6559,1.925
0.833,1.923
0.7562,1.805
0.7844,1.903
0.8578,1.755
0.8768,1.866
0.9823,2.029
0.888,1.929
1.047,2.016
0.9237,2.146
0.9697,1.831
1.051,2.02
0.8165,1.95
0.8236,1.609
0.774,1.71
1.014,1.981
0.7954,1.821
0.8468,1.901
0.8838,1.961
0.818,2.095
0.898,2.114
0.765,2.167
0.8077,2.067
0.7586,2.184
0.8177,2.234
0.7167,2.193
0.6984,2.311
0.6996,2.317
0.6566,2.481
0.6603,2.364
0.7549,2.327
0.7071,2.288
0.6168,2.397
0.8395,2.403
0.6064,2.309
0.6596,2.144
0.6155,2.192
0.719,2.141
0.7068,2.173
0.6808,2.499
0.5959,2.421
0.7327,2.15
0.6791,2.138
0.5696,2.425
0.7348,2.194
0.7977,2.235
0.6743,2.032
0.7388,2.107
0.6869,2.328
0.66,2.285
0.8122,2.366
0.843,2.502
0.6025,2.032
0.7293,2.392
0.7361,2.262
0.8352,2.026
0.6603,1.939
0.7137,1.993
0.7827,1.874
0.8467,2.132
0.7491,1.983
0.8498,1.804
0.7524,1.935
0.8187,2
0.8063,2.05
0.8542,2.295
0.8571,1.991
0.8528,2.033
0.7128,2.236
0.7193,2.208
0.8573,1.83
0.7888,1.869
0.7991,2.033
0.8353,1.881
0.7946,1.958
0.7925,2.28
0.8789,2.05
0.7358,2.131
0.7296,1.898
0.7183,1.875
0.7735,1.833
0.6787,2.207
0.8192,2.068
0.7625,2.299
0.7975,2.132
0.8214,2.118
0.7294,2.272
0.9238,2.091
0.9522,1.936
0.804,2.026
0.8157,1.914
0.8552,1.886
0.74,1.806
0.7444,1.83
0.7928,1.838
0.8512,1.927
0.7987,1.861
0.7282,2.214
0.8335,2.151
0.7858,2.302
0.7708,2.232
0.8496,2.185
0.6754,2.136
0.6998,2.172
0.7182,1.926
0.729,1.856
0.7711,1.886
0.8122,1.82
0.6384,1.878
0.744,1.674
0.7672,1.988
0.7536,1.931
0.6217,2.022
0.7425,2.186
0.6256,2.373
0.6031,2.222
0.7186,2.216
0.6018,2.273
0.7665,2.296
0.5976,2.314
0.5922,2.361
0.5533,2.373
0.5979,2.437
0.7243,2.153
0.6271,2.346
0.5646,2.366
0.5201,2.202
0.5778,2.295
0.5679,2.113
0.6395,2.213
0.6342,2.043
0.5287,2.184
0.6733,2.037
0.6911,2.282
0.669,2.161
0.7671,2.211
0.7189,2.332
0.7112,2.267
0.8069,2.002
0.8515,1.924
0.7648,2.208
0.739,2.138
0.7297,1.968
0.9448,1.962
0.8702,1.979
0.7321,2.022
0.8865,2.095
0.8271,1.926
0.7343,1.842
1.005,1.737
0.9181,1.826
1.001,1.736
0.8287,1.906
0.9363,1.937
0.8392,1.902
0.8817,1.927
0.8883,1.778
0.9219,1.724
0.8476,1.837
0.8581,1.993
0.7192,2.075
0.7854,2.165
0.8723,2.272
0.6969,2.189
0.6299,2.254
0.7078,2.148
0.7167,2.248
0.6494,2.239
0.5288,2.308
0.7743,2.254
0.674,2.004
0.5356,2.118
0.5715,2.123
0.5284,2.216
0.6289,2.311
0.7308,2.434
0.6321,2.439
0.6192,2.273
0.7836,2.428
0.7739,2.16
0.5599,2.368
0.5487,2.359
0.6018,2.364
0.6449,2.408
0.5803,2.437
0.5889,2.32
0.5236,2.241
0.5399,2.219
0.6339,2.24
0.7838,2.216
0.5799,2.15
0.6711,2.228
0.734,2.006
0.566,2.061
0.8231,1.786
0.8315,2.009
0.6595,2.005
0.8391,2.135
0.6451,2.229
0.7108,2.384
0.6675,2.528
0.6433,2.446
0.8187,2.343
0.8156,2.224
0.6583,2.291
0.6612,2.045
0.6869,2.187
0.7501,1.967
0.8437,1.974
0.8013,1.907
0.7801,2.137
0.74,2.125
0.9088,2.015
0.7401,1.98
0.7499,2.028
0.7081,2.094
0.906,2.017
0.851,2.006
0.8675,1.864
0.971,1.807
0.8481,1.635
0.8265,1.733
0.7175,1.922
0.8588,1.897
0.727,2
0.8687,1.937
0.7915,2.089
0.7602,2.245
0.7671,2.243
0.7542,2.305
0.827,2.31
0.8186,2.258
0.7799,2.066
0.842,2.154
0.764,2.244
0.8036,2.017
0.712,1.931
0.8764,1.9
0.87,1.948
0.7308,1.959
0.7642,2.098
0.7672,2.013
0.7514,1.921
0.7445,2.2
0.776,1.961
0.7567,1.941
0.7041,1.765
0.7705,1.991
0.6899,1.924
0.7349,2.051
0.8132,2.17
0.8982,2.15
0.846,1.992
0.812,2.219
0.8608,2.008
0.8135,1.983
0.7878,1.714
0.813,1.782
0.8647,1.623
0.8484,1.914
0.8293,1.654
0.767,1.844
0.6779,1.782
0.7271,1.931
0.759,2.469
0.7782,2.347
0.6225,2.286
0.8202,2.473
0.6904,2.576
0.8904,2.193
0.6729,2.073
0.8137,2.041
0.6493,2.01
0.5664,2.116
0.6739,2.114
0.6853,2.058
0.7638,2.108
0.6542,2.289
0.6674,2.023
0.7425,2.221
0.7226,2.409
0.8469,2.269
0.6815,2.335
0.6907,2.082
0.663,2.198
0.7341,2.137
0.6289,2.213
0.5591,2.314
0.6536,2.092
0.7889,2.334
0.6905,1.965
0.7912,1.928
0.7462,2.148
0.644,2.112
0.6628,2.098
0.7236,2.277
0.7222,2.095
0.6913,2.094
0.7218,1.958
0.7437,1.822
0.7572,2.042
0.7794,2.069
0.5923,2.076
0.8306,1.902
0.7071,2.147
0.8515,1.919
0.7135,2.123
0.827,1.829
0.8533,2.147
0.7469,1.936
0.7818,2.048
0.7463,2.162
0.8332,2.04
0.7698,2.129
0.7754,2.018
0.8226,2.126
0.8104,2.01
0.7727,1.91
0.7155,2.132
0.8124,1.975
0.8149,2.189
0.6945,2.059
0.7902,2.21
0.7137,2.309
0.8561,2.073
0.769,2.147
0.7201,2.345
0.7735,2.223
0.6879,2.383
0.7029,2.209
0.7496,2.28
0.7123,2.041
0.7658,2.193
0.8324,2.16
0.7172,2.274
0.7861,2.039
0.6658,2.166
0.7919,2.141
0.8305,2.108
0.7615,2.007
0.624,2.066
0.8226,2.24
0.6788,2.325
0.6894,2.105
0.6825,2.207
0.7311,2.132
0.7574,2.333
0.6725,1.888
0.7723,1.948
0.7727,2.171
0.7426,1.917
0.7252,2.15
0.7787,2.279
0.7395,2.131
0.692,2.301
0.6931,2.201
0.9186,2.124
0.7026,2.035
0.8496,2.126
0.8373,2.268
0.7661,2.371
0.7944,2.242
0.7261,2.243
0.8466,2.166
0.79,2.163
0.717,2.219
0.6844,1.997
0.7532,1.825
0.8588,2.105
0.5872,1.885
0.7368,1.878
0.766,2.287
0.729,1.949
0.723,2.086
0.6671,2.084
0.6649,2.106
0.6677,2.227
0.7149,2.028
0.8481,1.959
0.8264,2.225
0.924,1.784
0.8399,1.743
0.8413,1.795
0.7086,1.902
0.9774,1.608
0.8354,1.912
0.8645,1.997
0.7792,1.973
0.7601,2.061
0.7977,1.995
0.806,1.883
0.898,1.904
0.8849,2.02
0.8553,1.798
0.8556,1.898
0.8187,1.765
0.8921,1.805
0.8348,1.805
0.9756,1.636
0.8159,1.894
1.017,1.898
0.8001,1.887
0.8973,2.177
0.8598,1.949
0.8638,2.044
0.8346,2.156
0.7936,1.894
1.023,1.969
0.8113,1.873
0.8102,1.935
0.9406,1.708
0.9065,2.047
0.7646,1.79
0.8345,1.962
0.7975,1.974
0.877,2.027
0.8094,2.155
0.8628,2.184
0.8614,2.042
0.842,2.06
0.8344,2.115
0.7941,1.755
0.8208,2.026
0.77,1.94
0.8526,1.929
0.6691,2.256
0.8138,2.114
0.6596,2.361
0.7362,2.365
0.7309,2.43
0.7471,2.608
0.6831,2.542
0.6172,2.294
0.8514,2.026
0.6542,2.224
0.6631,2.08
0.6756,2.305
0.696,2.088
0.7443,2.413
0.7517,2.055
0.7276,2.083
0.6998,2.19
0.6447,1.952
0.805,1.853
0.7064,2.088
0.6195,2.258
0.7149,2.128
0.6435,2.089
0.6292,2.152
0.6053,2.134
0.6912,2.346
0.7912,2.412
0.6902,2.316
0.7965,2.096
0.6185,2.055
0.6796,2.137
0.6934,2.163
0.6575,2.076
0.6764,1.793
0.7195,1.992
0.7371,2.064
0.6171,1.925
0.7149,2.29
0.7181,2.097
0.6796,2.293
0.814,2.388
0.7218,2.346
0.6738,2.245
0.7147,2.098
0.7476,2.128
0.7633,2.035
0.8155,2.129
0.7994,1.967
0.7376,1.811
0.7804,2.093
0.6565,1.975
0.7212,2.14
0.7672,2.182
0.6686,2.156
0.7294,2.363
0.7578,2.086
0.6718,2.068
0.7251,2.263
0.7661,1.956
0.7174,2.057
0.695,2.235
0.5786,2.379
0.6491,2.145
0.584,2.477
0.6346,2.184
0.7397,2.337
0.5915,2.303
0.6371,2.291
0.6181,2.072
0.7072,2.124
0.6567,2.236
0.7632,2.064
0.657,2.145
0.7179,1.999
0.7264,2.178
0.6369,2.277
0.6853,2.12
0.7606,2.234
0.8725,2.274
0.6974,2.407
0.7002,2.404
0.8004,2.12
0.8455,2.074
0.866,2.018
0.7965,1.748
0.8147,1.709
0.8262,1.894
0.8158,1.85
0.8044,1.752
0.9072,1.801
0.7836,1.917
0.872,2.033
0.7557,1.972
0.8726,2.05
0.8875,2.136
0.9191,1.961
0.8642,1.908
0.9731,2.03
0.9218,1.815
0.899,1.755
0.9401,1.474
0.8907,1.861
0.8531,1.88
0.8095,2.06
0.8793,1.85
0.7533,2.36
0.8289,2.388
0.765,2.386
0.7569,2.252
0.8022,2.122
0.7717,2.026
0.8486,2.024
0.8161,1.74
0.9476,1.775
0.8196,1.832
0.8842,2.025
0.7002,1.982
0.8509,2.161
0.9169,2.078
0.8226,2.099
0.8261,2.15
0.7104,2.207
0.8134,2.203
0.866,2.163
0.6871,1.961
0.659,1.974
0.7342,1.914
0.8251,1.869
0.6962,1.901
0.8993,2.076
0.8859,2.129
0.8228,2.018
0.8636,2.18
0.8431,2.184
0.821,2.37
0.675,2.265
0.8912,1.851
0.7324,2.01
0.8376,1.885
0.8209,1.871
0.8675,1.88
0.8112,2.018
0.7686,2.079
0.8384,2.118
0.8035,2.298
0.7623,2.136
0.6561,2.365
0.7438,2.494
0.7285,2.267
0.7028,2.303
0.6695,2.127
0.7222,2.062
0.7694,2.264
0.7184,2.265
0.6413,2.103
0.7719,2.368
0.7151,1.943
0.7559,1.946
0.7692,2.19
0.8368,2.048
0.8113,1.935
0.61,2.209
0.6809,2.394
0.6611,2.448
0.7929,2.396
0.6825,2.273
0.6801,2.199
0.6941,2.104
0.7635,1.878
0.6757,1.977
0.6983,1.822
0.7422,1.972
0.7776,2.105
0.744,2.301
0.6843,2.335
0.5594,2.213
0.8542,2.08
0.5743,2.523
0.6825,2.37
0.6926,2.234
0.7643,2.272
0.6518,2.078
0.6765,1.972
0.8022,1.932
0.69,1.887
0.6799,2.009
0.6338,2.091
0.6352,2.425
0.5897,2.266
0.6579,2.533
0.5923,2.426
0.6849,2.535
0.7494,2.57
0.7083,2.396
0.7641,2.159
0.6802,2.181
0.6994,1.99
0.6835,1.859
0.6871,2.134
0.6835,2.212
0.6624,2.098
0.6696,2.527
0.6352,2.241
0.7331,2.7
0.7259,2.509
0.7075,2.525
0.6596,2.374
0.6122,2.483
0.7114,2.25
0.6461,2.163
0.6305,2.029
0.7097,2.106
0.5847,1.946
0.7575,2.177
0.7712,2.061
0.6557,2.502
0.6337,2.3
0.6512,2.465
0.6446,2.358
0.6905,2.377
0.7192,2.128
0.6892,2.182
0.7343,2.111
0.6337,2.081
0.6924,1.964
0.7522,2.212
0.6928,2.169
0.788,2.075
0.7931,2.16
0.5895,2.076
0.7471,2.096
0.8204,2.06
0.7203,1.942
0.8744,1.932
0.7499,1.91
0.7931,2.055
0.9615,1.945
0.7251,1.834
0.7518,1.896
0.9832,1.76
0.8241,1.917
0.812,1.881
0.8851,2.144
0.8521,1.958
0.8315,1.976
0.7789,2.102
0.9298,1.733
0.984,1.898
0.9071,2.065
1.091,1.893
0.9659,2.022
0.9706,1.969
0.8283,1.968
0.9472,1.758
0.874,1.78
0.8564,1.968
0.8207,1.944
0.8164,1.96
0.9248,2.107
0.8805,1.904
0.8872,1.999
0.7715,1.855
0.8289,1.908
0.7508,1.707
0.7834,1.877
0.7994,1.891
0.7221,2.089
0.7365,2.298
0.6957,2.181
0.8004,2.308
0.7024,2.268
0.7546,2.231
0.7144,2.423
0.5893,2.301
0.6975,2.39
0.5388,2.34
0.7085,2.089
0.7611,2.284
0.6433,2.074
0.6303,2.161
0.7363,2.081
0.6769,2.131
