D_loss,G_loss
0.6455,2.064
0.7014,2.228
0.5466,1.966
0.7947,2.495
0.7764,2.338
0.5631,2.348
0.7508,2.425
0.6265,2.625
0.7108,2.437
0.6986,2.42
0.6856,2.356
0.7203,2.357
0.6153,2.156
0.7341,2.391
0.7222,2.062
0.6384,2.375
0.6186,2.447
0.7341,2.326
0.688,2.361
0.7563,2.19
0.7366,2.381
0.6088,2.418
0.7672,2.473
0.5652,2.486
0.5847,2.298
0.5811,2.432
0.5816,2.607
0.7098,2.455
0.6422,2.607
0.5728,2.764
0.5766,2.22
0.5417,2.08
0.5718,2.393
0.6528,2.427
0.5684,2.583
0.528,2.366
0.5104,2.373
0.5596,2.646
0.5882,2.513
0.5716,2.508
0.6103,2.526
0.6471,2.29
0.6878,2.185
0.6421,2.282
0.5497,2.184
0.724,2.291
0.6673,2.329
0.6663,2.647
0.6664,2.064
0.6103,2.287
0.642,2.423
0.6697,2.203
0.8229,2.195
0.7963,2.32
0.6914,2.158
0.6168,2.3
0.63,2.353
0.7951,2.145
0.7995,2.182
0.7738,2.058
0.6718,2.119
0.7318,2.651
0.6454,2.254
0.8474,2.421
0.7926,2.093
0.786,2.372
0.7983,2.164
0.7724,1.897
0.6601,1.967
0.778,2.112
0.8254,2.123
0.6762,2.237
0.7189,2.225
0.5198,2.17
0.7212,2.385
0.7108,2.336
0.6108,2.592
0.6892,2.587
0.6838,2.571
0.5601,2.461
0.8118,2.547
0.6917,2.495
0.6508,2.254
0.7286,2.239
0.7204,2.25
0.8332,2.102
0.6599,1.948
0.6529,2.12
0.6234,2.15
0.7875,2.542
0.6474,2.221
0.8373,2.364
0.7485,2.221
0.6869,2.082
0.7173,2.235
0.6859,2.132
0.8216,2.126
0.7557,2.165
0.6445,2.092
0.872,2.198
0.7005,2.181
0.6809,2.493
0.7114,2.435
0.6687,2.129
0.6646,2.193
0.761,2.297
0.8384,2.004
0.677,2.177
0.6416,1.989
0.7425,2.218
0.7196,2.037
0.6929,2.462
0.8041,2.339
0.7533,2.442
0.7991,2.17
0.7578,2.336
0.9288,2.12
0.6764,2.098
0.733,2.098
0.7937,2.128
0.6435,2.125
0.7368,2.335
0.8816,2.18
0.6565,2.352
0.741,2.477
0.7209,2.477
0.5865,2.65
0.6636,2.298
0.7067,2.353
0.5503,2.234
0.7548,2.173
0.5712,2.194
0.7664,2.143
0.7243,2.063
0.8468,2.265
0.7135,2.286
0.6328,2.063
0.706,2.117
0.6944,2.209
0.5771,2.247
0.6976,2.245
0.6399,2.152
0.7697,2.349
0.7102,2.26
0.5971,2.435
0.6187,2.435
0.6655,2.226
0.69,2.456
0.7834,2.337
0.6935,2.476
0.6629,2.399
0.6603,2.08
0.6514,2.308
0.7493,2.279
0.7022,2.238
0.8609,2.174
0.7962,2.279
0.5258,2.42
0.9249,2.441
0.6873,2.301
0.7236,2.17
0.6823,2.455
0.6833,2.376
0.6194,2.466
0.8314,2.327
0.7403,2.334
0.8924,2.141
0.7768,2.127
0.7676,2.195
0.6598,2.071
0.6236,2.044
0.7187,2.525
0.7268,2.128
0.7276,2.185
0.6607,2.341
0.6511,2.33
0.655,2.682
0.6666,2.622
0.6614,2.536
0.6394,2.288
0.689,2.428
0.6862,2.299
0.6583,2.149
0.6171,2.115
0.6894,2.171
0.6297,2.106
0.5506,2.424
0.7035,2.465
0.6787,2.641
0.5821,2.488
0.6745,2.608
0.5708,2.727
0.6332,2.568
0.5761,2.726
0.7363,2.41
0.5833,2.437
0.5912,2.489
0.5827,2.233
0.6271,2.236
0.6849,2.196
0.6304,2.493
0.5861,2.413
0.4936,2.544
0.7088,2.431
0.6862,2.62
0.6065,2.745
0.5937,2.408
0.5347,2.481
0.6755,2.111
0.6134,2.231
0.6533,1.951
0.5156,2.036
0.7312,2.12
0.6418,1.885
0.6615,2.195
0.6437,2.38
0.6003,2.296
0.6718,2.605
0.7017,2.531
0.731,2.487
0.7288,2.406
0.7218,2.337
0.6457,2.377
0.597,2.438
0.7538,2.125
0.6603,2.403
0.6355,2.036
0.5784,2.266
0.7392,1.749
0.5802,1.978
0.6266,2.303
0.6013,2.456
0.607,2.516
0.6554,2.315
0.6473,2.301
0.5524,2.477
0.6948,2.373
0.8504,2.364
0.6965,2.154
0.6618,2.196
0.7716,2.211
0.7481,2.116
0.6833,2.075
0.6174,2.343
0.6673,2.223
0.7042,2.408
0.5428,2.572
0.7391,2.34
0.6119,2.45
0.7874,2.423
0.7007,2.127
0.6158,2.323
0.6555,2.08
0.5705,2.198
0.5715,2.318
0.6392,2.385
0.801,2.552
0.8595,2.487
0.7491,2.593
0.7558,2.656
0.8332,2.446
0.7748,2.389
0.6386,2.126
0.7048,1.851
0.7066,2.141
0.6573,2.056
0.7283,2.197
0.6555,2.371
0.7322,2.365
0.5635,2.483
0.6502,2.522
0.5876,2.495
0.7675,2.289
0.7885,2.242
0.6106,2.251
0.7874,2.237
0.6489,2.155
0.5981,2.147
0.7278,2.035
0.6531,2.446
0.7517,2.461
0.5997,2.153
0.6645,2.588
0.5997,2.071
0.5724,2.308
0.8755,2.209
0.8088,2.204
0.7182,2.497
0.7138,2.329
0.6381,2.481
0.636,2.549
0.7183,2.407
0.7056,2.338
0.7592,2.275
0.6089,2.253
0.7273,2.27
0.592,2.177
0.6103,2.27
0.6356,2.407
0.6376,2.269
0.661,2.206
0.6098,2.248
0.7738,2.362
0.6037,2.315
0.6613,2.263
0.7073,2.584
0.8096,2.563
0.7354,2.203
0.7089,2.126
0.7364,1.832
0.7612,2.129
0.5457,2.146
0.737,1.814
0.6176,2.082
0.6264,2.114
0.744,2.057
0.7418,2.315
0.5848,2.368
0.6612,2.382
0.6857,2.338
0.6992,2.454
0.8318,2.288
0.7783,2.18
0.5191,2.574
0.6756,2.302
0.558,2.33
0.6954,2.384
0.7581,2.289
0.7371,2.479
0.5725,2.282
0.64,2.362
0.5768,2.472
0.5747,2.215
0.7044,2.003
0.7084,2.251
0.6082,2.254
0.6568,2.126
0.7399,2.283
0.6928,2.375
0.5882,2.431
0.6221,2.328
0.7302,2.691
0.7158,2.472
0.7104,2.155
0.6226,2.362
0.6492,2.458
0.6546,2.1
0.8369,2.223
0.7043,2.139
0.7125,1.927
0.8509,2.19
0.6418,2.288
0.7292,2.267
0.6846,2.333
0.8279,2.314
0.6338,2.43
0.7667,2.176
0.5883,2.416
0.6431,2.12
0.6326,2.451
0.6911,2.612
0.5945,2.376
0.8227,2.123
0.6337,2.295
0.6967,2.424
0.7418,2.354
0.5564,2.362
0.6339,2.199
0.6986,2.084
0.6091,2.115
0.5799,2.119
0.6499,2.324
0.8076,2.268
0.7055,2.244
0.5754,2.692
0.6649,2.469
0.7217,2.516
0.7756,2.468
0.6956,2.195
0.7587,2.367
0.7323,2.405
0.715,2.158
0.6654,2.165
0.5244,2.302
0.6994,1.895
0.7398,1.928
0.6719,2.081
0.6393,2.343
0.5725,2.422
0.7553,2.21
0.6257,2.492
0.6291,2.344
0.5806,2.557
0.6902,2.471
0.6451,2.509
0.6763,2.503
0.7561,2.229
0.5932,2.08
0.8693,1.914
0.6478,2.062
0.6883,2.22
0.5912,2.25
0.5923,2.259
0.7045,2.233
0.7209,2.492
0.7006,2.482
0.519,2.623
0.5562,2.398
0.726,2.618
0.6345,2.335
0.6006,2.611
0.7146,2.291
0.6649,2.383
0.802,2.369
0.5795,2.187
0.6606,1.943
0.6899,2.257
0.7641,2.217
0.6442,2.341
0.7344,2.223
0.7414,2.471
0.6628,2.38
0.6607,2.038
0.6851,2.207
0.6595,2.108
0.6732,2.136
0.7232,2.199
0.608,2.105
0.7541,2.047
0.8236,2.147
0.7069,2.457
0.764,2.398
0.6745,2.346
0.8436,2.396
0.6507,2.421
0.7717,2.377
0.7345,2.199
0.7094,2.104
0.7282,2.164
0.6205,2.052
0.6383,2.046
0.667,2.266
0.6022,2.212
0.6204,2.548
0.5241,2.36
0.6641,2.445
0.6182,2.411
0.6772,2.454
0.7492,2.374
0.6663,2.274
0.6657,2.301
0.5966,1.961
0.7644,2.16
0.7529,2.184
0.7604,2.547
0.7714,2.399
0.6393,2.459
0.7357,2.579
0.6522,2.383
0.6243,2.315
0.6749,2.39
0.6635,2.323
0.6255,2.233
0.6489,2.42
0.5947,2.374
0.6299,2.256
0.6681,2.229
0.7496,2.053
0.6492,2.163
0.556,2.1
0.5436,1.967
0.8128,2.074
0.7444,2.369
0.6074,2.328
0.6374,2.372
0.612,2.375
0.6032,2.473
0.7136,2.715
0.7803,2.491
0.7023,2.365
0.6224,2.276
0.8034,2.223
0.5578,1.953
0.6716,2.091
0.7042,2.28
0.6917,2.205
0.7021,2.265
0.7213,2.425
0.7059,2.612
0.6179,2.839
0.7323,2.751
0.8071,2.543
0.7037,2.386
0.527,2.585
0.6111,2.217
0.6987,2.19
0.7102,2.292
0.7482,2.15
0.5867,2.281
0.6531,2.081
0.6538,1.996
0.6146,2.538
0.6188,2.39
0.6774,2.522
0.5351,2.707
0.5982,2.526
0.5991,2.361
0.6532,2.162
0.7358,2.39
0.6828,2.239
0.6046,2.252
0.6546,2.052
0.5455,2.17
0.7813,2.004
0.643,2.205
0.6111,2.363
0.6986,2.575
0.7984,2.813
0.8705,2.634
0.7701,2.295
0.6565,2.446
0.7574,2.242
0.7075,1.976
0.6316,2.139
0.7137,2.014
0.7393,2.058
0.6355,1.838
0.6585,2.231
0.8001,2.241
0.5034,2.442
0.6345,2.337
0.6677,2.532
0.8703,2.446
0.6355,2.428
0.5303,2.306
0.5746,2.1
0.6479,2.262
0.6661,2.166
0.5962,2.062
0.679,2.348
0.609,2.497
0.5762,2.511
0.7192,2.416
0.6181,2.355
0.5621,2.282
0.774,2.517
0.5777,2.346
0.6995,2.271
0.5569,2.11
0.6625,2.286
0.7853,2.455
0.6538,2.023
0.5814,2.043
0.8105,2.077
0.7608,2.587
0.661,2.451
0.7997,2.24
0.8788,2.237
0.6256,2.308
0.706,2.134
0.6672,2.468
0.7461,2.192
0.7497,2.328
0.7221,1.956
0.7579,2.298
0.7096,2.316
0.6601,2.279
0.6812,2.082
0.5418,2.215
0.7486,2.104
0.6169,2.313
0.9003,2.419
0.6424,2.325
0.7134,2.545
0.8918,2.379
0.7491,2.484
0.7652,2.621
0.6916,2.563
0.6756,2.19
0.6888,2.469
0.6383,2.434
0.6418,2.522
0.5982,2.261
0.6444,2.1
0.5872,2.304
0.6912,2.52
0.7092,2.366
0.6386,2.201
0.5411,2.52
0.7102,2.542
0.6646,2.282
0.5834,2.193
0.7873,2.579
0.6164,2.273
0.6757,2.409
0.6245,2.373
0.5621,2.223
0.582,2.392
0.6262,2.38
0.6322,2.372
0.7293,2.289
0.7374,2.268
0.755,2.274
0.7186,2.549
0.7349,2.367
0.5924,2.603
0.649,2.367
0.7113,2.117
0.7026,2.175
0.5921,2.342
0.8029,2.355
0.6347,2.363
0.7653,2.014
0.7191,2.206
0.6966,2.055
0.7974,2.565
0.7258,2.465
0.7068,2.491
0.6925,2.433
0.5826,2.163
0.6536,2.157
0.7312,2.099
0.6716,2.225
0.6384,2.344
0.6119,2.106
0.5086,2.689
0.7111,2.755
0.585,2.727
0.6517,2.602
0.6114,2.758
0.5787,2.386
0.5023,2.331
0.5957,2.341
0.6173,2.509
0.5613,2.264
0.5432,2.141
0.6093,2.36
0.6203,2.349
0.7103,2.384
0.643,2.279
0.6281,2.233
0.6548,2.322
0.7308,2.185
0.6459,2.332
0.6744,2.329
0.553,2.575
0.5459,2.496
0.7207,2.645
0.5177,2.682
0.6171,2.532
0.6521,2.471
0.4951,2.406
0.766,2.325
0.7343,2.541
0.6564,2.301
0.6905,2.242
0.6238,2.301
0.5911,2.061
0.5955,2.299
0.6752,2.415
0.7449,2.402
0.7066,2.275
0.7138,2.053
0.7946,2.326
0.6134,2.379
0.7383,2.3
0.6164,2.21
0.6399,2.192
0.599,2.024
0.7636,2.168
0.6965,2.182
0.6573,2.248
0.7125,1.933
0.8092,2.388
0.6963,2.214
0.7237,2.17
0.6539,2.273
0.6035,2.29
0.6969,2.206
0.6906,2.21
0.579,2.557
0.793,2.56
0.6615,2.432
0.714,2.644
0.6859,2.336
0.829,2.79
0.7163,2.157
0.5622,2.218
0.7036,2.456
0.7532,2.246
0.6821,2.231
0.8902,2.149
0.648,2.506
0.6582,2.457
0.6333,2.613
0.6545,2.373
0.6451,2.167
0.7441,2.431
0.6375,2.332
0.5809,1.942
0.7233,2.216
0.6713,2.163
0.6545,2.073
0.5915,2.241
0.7955,2.546
0.6323,2.267
0.6113,2.423
0.7237,2.593
0.6089,2.213
0.6281,2.338
0.6876,2.253
0.7472,2.051
0.5765,2.001
0.7574,2.04
0.6174,2.102
0.5859,2.2
0.6163,2.213
0.634,2.39
0.6529,2.684
0.6488,2.64
0.7138,2.623
0.7292,2.17
0.7353,2.082
0.6969,2.11
0.6427,1.74
0.606,1.881
0.7285,2.088
0.8007,2.119
0.7476,2.296
0.6678,2.503
0.5776,2.388
0.7396,2.227
0.7454,2.323
0.6953,2.353
0.7177,2.047
0.7812,2.142
0.606,1.858
0.8234,1.912
0.7014,1.827
0.7384,1.925
0.7194,2.144
0.8421,2.055
0.7226,2.378
0.7472,2.625
0.6841,2.689
0.6325,2.563
0.6977,2.667
0.7865,2.584
0.6518,2.27
0.806,2.259
0.5678,1.918
0.7579,2.157
0.6803,1.881
0.5956,1.96
0.7139,2.407
0.6496,2.167
0.61,2.323
0.5982,2.532
0.6354,2.74
0.5933,2.637
0.7076,2.498
0.7174,2.474
0.598,2.519
0.7727,2.21
0.6278,2.252
0.7339,2.168
0.606,2.072
0.5886,2.292
0.6742,2.333
0.6881,2.443
0.6801,2.573
0.6813,2.557
0.7378,2.416
0.7086,2.704
0.7725,2.405
0.6381,2.408
0.6747,2.218
0.6914,2.308
0.5917,2.322
0.7222,2.213
0.6405,2.251
0.628,2.048
0.5927,2.455
0.6964,2.467
0.6837,2.245
0.6963,2.443
0.6737,2.262
0.702,2.525
0.5701,2.49
0.571,2.521
0.5315,2.6
0.7133,2.597
0.7401,2.141
0.6522,2.378
0.7192,2.232
0.7078,2.133
0.7076,2.076
0.7452,2.319
0.6618,2.631
0.709,2.601
0.7738,2.595
0.8336,2.649
0.6054,2.463
0.6802,2.443
0.7245,2.333
0.7654,2.399
0.6578,2.123
0.6258,2.141
0.6091,2.533
0.5546,2.472
0.6252,2.476
0.7132,2.389
0.6415,2.414
0.5493,2.421
0.5977,2.446
0.4778,2.576
0.4898,2.517
0.5748,2.706
0.4723,2.442
0.5647,2.789
0.655,2.564
0.6092,2.149
0.7154,2.272
0.6478,2.021
0.6331,2.025
0.6207,2.228
0.4747,2.528
0.6013,2.682
0.7757,2.518
0.5901,2.372
0.7106,2.531
0.7194,2.3
0.791,2.091
0.7851,2.09
0.91,1.897
0.6548,2.07
0.7798,1.902
0.6966,2.007
0.6758,2.245
0.8134,2.234
0.6074,2.545
0.807,2.361
0.6376,2.31
0.7146,2.13
0.663,2.286
0.6635,2.26
0.7481,2.159
0.7119,2.226
0.7031,2.083
0.7265,2.165
0.6887,2.36
0.8283,2.127
0.6396,2.437
0.6329,2.178
0.6493,2.338
0.7518,2.338
0.707,2.625
0.664,2.43
0.6706,2.268
0.64,2.304
0.7115,2.222
0.5305,2.716
0.7298,2.415
0.6105,2.444
0.5954,2.324
0.6027,2.387
0.8471,2.35
0.5416,2.264
0.7079,2.02
0.7482,2.409
0.6822,2.519
0.6984,2.346
0.7253,2.556
0.654,2.435
0.7959,2.617
0.8052,2.69
0.7863,2.583
0.8439,2.566
0.7194,2.424
0.7163,2.238
0.7592,2.141
0.7353,1.971
0.8321,2.113
0.8268,2.119
0.7925,2.167
0.7928,2.039
0.8381,2.243
0.704,2.287
0.7262,2.174
0.8566,2.273
0.9903,2.318
0.8453,2.137
0.8283,1.736
0.7529,2.004
0.7682,1.809
0.7689,1.925
0.8897,2.305
0.702,2.647
0.7787,2.604
0.5002,2.968
0.7463,2.89
0.7003,2.892
0.6205,2.685
0.7203,2.652
0.7613,1.964
0.7103,2.175
0.7136,1.67
0.7985,2.046
0.7035,2.213
0.5953,2.331
0.5865,2.623
0.6256,2.534
0.6098,2.407
0.6047,2.573
0.6085,2.862
0.6775,2.704
0.7092,2.564
0.6808,2.366
0.6731,2.125
0.6503,2.166
0.7355,2.042
0.7439,2.279
0.6709,2.049
0.7309,2.174
0.6936,2.541
0.6876,2.344
0.6186,2.419
0.5719,2.296
0.7105,2.442
0.7174,2.59
0.5434,2.318
0.6829,2.313
0.6511,2.076
0.5432,2.222
0.6543,2.121
0.7081,2.186
0.7607,2.329
0.7206,2.339
0.6947,2.311
0.657,2.48
0.6596,2.278
0.5925,2.178
0.707,2.251
0.6731,2.064
0.677,2.184
0.5697,2.029
0.6457,2.368
0.8143,2.56
0.6277,2.393
0.5652,2.301
0.6149,2.598
0.6476,2.7
0.5799,2.574
0.7275,2.321
0.5831,2.779
0.6091,2.351
0.6134,2.23
0.6746,2.637
0.6604,2.489
0.5289,2.611
0.6066,2.422
0.4311,2.487
0.6164,2.646
0.519,2.317
0.669,2.685
0.4909,2.762
0.5049,2.53
0.5636,2.867
0.6796,2.355
0.5705,2.431
0.5694,2.414
0.5801,2.39
0.6105,2.239
0.583,2.164
0.5705,2.344
0.5471,2.303
0.7432,2.396
0.6985,2.459
0.6652,2.269
0.7292,2.207
0.6297,2.01
0.6346,2.082
0.6567,2.358
0.7338,2.259
0.5575,2.376
0.6277,2.619
0.7104,2.437
0.7567,2.454
0.6781,2.582
0.7131,2.229
0.7918,2.5
0.6232,2.338
0.6893,1.897
0.6639,2.003
0.7261,2.313
0.6355,2.309
0.6142,2.257
0.6875,2.45
0.8023,2.6
0.7392,2.626
0.6334,2.261
0.6774,2.419
0.768,2.724
0.714,2.46
0.5592,2.36
0.6717,2.165
0.7825,2.049
0.6927,2.19
0.7497,2.048
0.7366,1.922
0.7084,2.028
0.6479,2.214
0.7576,2.439
0.6221,2.533
0.7017,2.616
0.7256,2.539
0.6639,2.156
0.8108,2.229
0.7469,1.905
0.8619,2.106
0.8252,1.85
0.6833,1.746
0.7256,1.799
0.8024,2.059
0.7736,2.42
0.6183,2.149
0.7791,2.517
0.7084,2.427
0.5833,2.454
0.7257,2.347
0.727,2.361
0.7258,2.214
0.7386,2.054
0.7357,1.991
0.7148,2.083
0.7194,2.02
0.6889,2.122
0.7114,2.076
0.6868,2.225
0.7061,2.255
0.754,2.312
0.699,2.393
0.8171,2.379
0.836,2.453
0.6864,2.246
0.7629,2.359
0.7766,2.043
0.6963,1.615
0.7647,1.798
0.7025,1.797
0.6585,1.952
0.7816,2.127
0.6932,2.453
0.7526,2.388
0.6955,2.48
0.6315,2.416
0.6554,2.4
0.6423,2.417
0.6735,2.427
0.7897,2.614
0.8319,2.346
0.6268,2.428
0.8202,2.237
0.8427,2.011
0.7643,2.094
0.6436,2.256
0.5901,2.306
0.7073,2.251
0.646,2.412
0.6038,2.408
0.6976,2.182
0.67,2.613
0.7521,2.313
0.6656,2.27
0.6297,2.406
0.7598,2.443
0.7313,2.447
0.7198,2.367
0.6936,2.398
0.5416,2.342
0.7264,2.365
0.7162,2.187
0.68,2.175
0.6896,2.417
0.5705,2.314
0.6746,2.3
0.5991,2.267
0.7273,2.493
0.6153,2.537
0.6201,2.592
0.718,2.63
0.7054,2.274
0.6315,2.254
0.7182,2.526
0.7716,2.609
0.6771,2.248
0.6914,2.485
0.6499,2.417
0.5688,2.214
0.6154,2.305
0.7328,1.947
0.7003,1.892
0.6824,2.154
0.691,2.018
0.657,2.352
0.616,2.508
0.7655,2.545
0.7059,2.518
0.8807,2.479
0.6857,2.054
0.7161,2.137
0.7925,2.269
0.598,2.049
0.7003,2.105
0.6145,2.217
0.7852,2.439
0.6953,2.407
0.6706,2.362
0.7381,2.536
0.6094,2.788
0.7129,2.428
0.7878,2.381
0.7693,2.28
0.6064,2.325
0.612,2.177
0.6344,2.298
0.5848,2.432
0.458,2.627
0.5417,2.649
0.6056,2.796
0.6202,2.365
0.6206,2.366
0.5801,2.623
0.5936,2.732
0.6213,2.625
0.5887,2.872
0.5631,2.635
0.625,2.647
0.6236,2.711
0.5779,2.471
0.6117,2.523
0.6568,2.402
0.6491,2.311
0.5939,2.108
0.6369,2.253
0.6599,2.465
0.6847,2.254
0.5903,2.493
0.7809,2.415
0.649,2.38
0.6148,2.456
0.6065,2.423
0.6681,2.167
0.6015,2.261
0.8046,2.045
0.6986,2.122
0.6187,2.076
0.6231,2.017
0.7027,2.082
0.711,2.242
0.7648,2.338
0.6104,2.467
0.5705,2.204
0.707,2.228
0.8264,2.103
0.6406,2.615
0.6639,2.481
0.7117,2.485
0.7516,2.512
0.6849,2.478
0.5828,2.162
0.6543,2.119
0.658,2.464
0.6602,2.308
0.6694,2.141
0.5818,2.275
0.7819,2.413
0.7689,2.562
0.6301,2.512
0.7869,2.701
0.7739,2.545
0.6948,2.393
0.8469,2.192
0.6644,2.221
0.6506,2.513
0.7047,2.357
0.725,2.419
0.6332,2.238
0.6058,2.427
0.635,2.272
0.657,2.169
0.6834,2.289
0.6841,2.171
0.7666,2.598
0.7263,2.209
0.6247,2.637
0.7386,2.181
0.6719,2.496
0.6595,2.514
0.6387,2.379
0.6418,2.432
0.6748,2.077
0.7744,2.13
0.7071,2.191
0.8213,2.39
0.7815,2.176
0.6824,2.143
0.768,2.468
0.8163,1.993
0.74,2.091
0.6753,2.21
0.7995,2.365
0.7013,2.31
0.8449,2.395
0.7317,2.462
0.7127,2.259
0.8483,2.419
0.7089,2.324
0.6328,1.932
0.6004,1.961
0.6917,2.095
0.5774,2.069
0.7101,2.194
0.6134,2.343
0.6153,2.307
0.707,2.681
0.5832,2.491
0.6438,2.545
0.6668,2.604
0.7271,2.516
0.6938,2.262
0.6388,2.221
0.6699,2.256
0.7403,2.196
0.7174,2.209
0.6558,2.386
0.6875,2.288
0.6362,2.484
0.618,2.281
0.7004,2.396
0.6261,2.201
0.7964,2.44
0.6216,2.284
0.7359,2.253
0.662,2.363
0.5721,2.332
0.5957,1.987
0.5867,2.336
0.6382,2.369
0.5995,2.332
0.7355,2.597
0.627,2.693
0.6653,2.439
0.6274,2.281
0.6008,2.118
0.6335,2.425
0.6918,2.414
0.695,2.136
0.5503,2.294
0.5998,1.9
0.6142,2.256
0.7431,2.144
0.6144,2.429
0.59,2.852
0.6415,2.892
0.6699,2.745
0.7076,2.687
0.8581,2.378
0.5934,2.095
0.6935,2.006
0.6565,1.754
0.5985,2.068
0.7972,2.24
0.6087,2.232
0.6803,2.371
0.6232,2.546
0.6718,2.452
0.7156,2.677
0.6487,2.648
0.7034,2.711
0.6614,2.558
0.6298,2.504
0.6975,2.238
0.6258,2.233
0.5641,2.437
0.6713,2.297
0.6157,2.699
0.6006,2.33
0.5609,2.708
0.6451,2.536
0.7337,2.544
0.6448,2.773
0.5935,2.432
0.6313,2.573
0.5551,2.628
0.7159,2.483
0.6727,2.506
0.7749,2.112
0.6822,2.103
0.7805,2.248
0.6847,2.461
0.6009,2.191
0.8155,2.139
0.5928,2.432
0.6429,2.559
0.6475,2.095
0.6773,2.45
0.6163,2.299
0.7677,2.28
0.7148,2.395
0.7399,2.393
0.6998,2.545
0.8046,2.259
0.6449,2.439
0.678,2.524
0.5497,2.114
0.6832,2.17
0.699,2.048
0.5487,2.258
0.6894,2.098
0.6999,2.463
0.7149,2.435
0.6773,2.608
0.6231,2.492
0.728,2.518
0.6685,2.476
0.7711,2.486
0.7361,2.385
0.7916,2.087
0.586,2.445
0.7185,2.149
0.7181,2.249
0.7801,2.224
0.7585,2.414
0.6174,2.453
0.6611,2.195
0.5454,2.279
0.7561,2.327
0.5574,2.32
0.599,2.42
0.7414,2.378
0.5877,2.46
0.593,2.258
0.8056,2.451
0.6632,2.002
0.6885,2.248
0.7286,2.17
0.6052,2.279
0.7801,2.528
0.6601,2.285
0.6369,2.473
0.6407,2.331
0.6867,2.143
0.6137,2.072
0.6403,2.015
0.6568,2.083
0.6416,2.007
0.6302,2.156
0.7225,1.865
0.6909,2.285
0.735,2.505
0.6955,2.357
0.8522,2.258
0.6797,2.516
0.5851,2.496
0.6555,2.16
0.6816,2.017
0.6608,1.974
0.7672,2.021
0.8249,1.972
0.6572,2.145
0.7814,2.176
0.6842,2.384
0.6861,2.458
0.6752,2.114
0.7981,2.384
0.6052,2.068
0.6687,2.55
0.6065,2.451
0.6777,2.242
0.789,2.481
0.6808,2.203
0.6564,2.561
0.6741,2.188
0.7128,2.232
0.6812,2.111
0.7839,2.432
0.6697,2.225
0.6369,2.513
0.6343,2.327
0.7862,2.376
0.6091,2.311
0.5412,2.436
0.6709,2.63
0.7581,2.425
0.7082,2.218
0.7855,2.38
0.7237,2.25
0.6875,2.41
0.7846,2.435
0.6837,2.164
0.6142,1.881
0.7805,2.009
0.7236,2.26
0.7952,2.166
0.7353,2.246
0.5691,2.411
0.7424,2.475
0.5548,2.528
0.6774,2.547
0.6202,2.3
0.7357,2.436
0.648,2.135
0.7168,2.597
0.7578,2.302
0.6552,2.233
0.591,2.471
0.6102,2.283
0.7513,2.38
0.7205,2.401
0.7,2.473
0.701,2.413
0.6509,2.414
0.5838,2.36
0.6247,2.417
0.7732,2.414
0.7635,2.255
0.8566,2.637
0.8426,2.516
0.8518,2.41
0.7558,2.37
0.6332,2.198
0.7683,2.219
0.696,2.272
0.788,2.266
0.7151,2.478
0.6686,2.465
0.688,2.497
0.8056,2.41
0.6464,2.128
0.7003,2.11
0.5944,2.481
0.57,2.399
0.5294,2.522
0.5525,2.547
0.6009,2.558
0.5264,2.697
0.6542,2.59
0.5579,2.554
0.6432,2.333
0.5936,2.236
0.6794,2.255
0.6743,2.213
0.6851,2.252
0.5863,2.518
0.5866,2.471
0.7383,2.35
0.6209,2.338
0.5861,2.683
0.5193,2.375
0.5023,2.499
0.6806,2.481
0.6615,2.607
0.6631,2.348
0.5844,2.298
0.6543,2.501
0.717,1.883
0.652,2.188
0.8142,2.513
0.6832,2.155
0.7331,2.184
0.619,2.394
0.6172,2.304
0.7093,2.438
0.6394,2.273
0.7508,2.278
0.6737,2.38
0.6393,2.493
0.6405,2.377
0.7773,2.013
0.7101,2.226
0.5286,2.306
0.8026,2.067
0.6347,2.417
0.6178,2.279
0.6193,2.28
0.6835,2.289
0.6291,2.401
0.8089,2.536
0.7297,2.787
0.7005,2.412
0.7587,2.574
0.6044,2.237
0.6836,2.533
0.7497,2.234
0.7551,2.289
0.5887,2.377
0.5552,2.198
0.6242,2.099
0.6767,2.144
0.6143,2.161
0.5872,2.256
0.671,2.456
0.7189,2.383
0.7539,2.23
0.7665,2.625
0.75,2.304
0.5455,2.238
0.5188,2.259
0.7224,2.41
0.5437,2.542
0.6996,2.44
0.8591,2.563
0.6532,2.264
0.5908,2.316
0.5696,2.341
0.7533,2.272
0.6842,2.243
0.7227,2.243
0.6588,2.196
0.693,2.287
0.5464,2.478
0.6327,2.416
0.691,2.546
0.5875,2.65
0.6552,2.651
0.7379,2.633
0.7528,2.58
0.7359,2.402
0.7313,1.907
0.8089,2.279
0.7089,2.124
0.721,2.026
0.6845,2.117
0.823,2.37
0.6744,2.414
0.6935,2.515
0.6318,2.615
0.7522,2.711
0.6924,2.603
0.7186,2.559
0.6407,2.576
0.7459,2.284
0.6673,2.501
0.703,1.828
0.731,2.024
0.6988,1.96
0.637,1.929
0.7258,2.243
0.6836,2.062
0.6101,2.43
0.7847,2.494
0.5785,2.574
0.615,2.662
0.5691,2.875
0.5586,2.75
0.7219,2.719
0.7186,2.367
0.5704,2.187
0.5661,2.328
0.6602,2.742
0.5897,2.207
0.6113,2.606
0.6094,2.632
0.7409,2.587
0.65,2.175
0.4535,2.822
0.6401,2.788
0.6559,2.629
0.6852,2.417
